route_id,num_stops,amazon_cost_min,dijkstra_cost_min,diff_min,savings_pct
RouteID_452c0278-638f-4f85-8f2b-63c030d3af43,197,201.54,214.41,-12.87,-6.39
RouteID_453c9b75-6341-4f85-a47d-ed0c51a5cb16,151,162.18,172.89,-10.71,-6.61
RouteID_4541d1fc-3ce6-4fc8-99be-3e0d4b5383c2,76,95.55,95.72,-0.17,-0.17
RouteID_4544f2d1-edc1-4ac9-8b0a-5118e844045a,90,110.04,104.16,5.88,5.35
RouteID_4569e072-a4c3-4d5f-974f-439b1d9b91bd,188,225.55,236.1,-10.55,-4.68
RouteID_4572dcba-e4a0-4de7-9470-055f8722979b,124,151.48,140.45,11.03,7.28
RouteID_45873b4c-da47-4e8d-9b3c-bdcd53a7449d,125,129.53,122.6,6.93,5.35
RouteID_458d8ea6-d48e-4fa7-bae4-7750f0c9954a,158,173.51,187.6,-14.09,-8.12
RouteID_45c00152-26e3-4d97-b4ed-2ea44ca03afb,187,247.53,261.6,-14.07,-5.68
RouteID_45d665b7-f5c4-475a-8237-0ec3f21597e9,149,192.99,207.11,-14.12,-7.32
RouteID_45d8fba9-02b5-4f6d-b7a2-3ea1779cd9f9,99,112.99,84.46,28.53,25.25
RouteID_45da35ee-e369-4303-a7d7-37ff90fe6dce,142,130.79,124.08,6.71,5.13
RouteID_45f55036-b864-4399-9b69-b8c6bd0a6d65,170,215.36,235.39,-20.03,-9.3
RouteID_46032303-ab9b-45de-8ebb-10596e261b3b,141,153.12,164.04,-10.92,-7.13
RouteID_4604dbcd-6b1f-4941-8b2b-28809e54dd9e,151,211.93,223.73,-11.8,-5.57
RouteID_461362c5-9c9a-4570-b98f-f8617a4e3de4,143,222.2,227.41,-5.21,-2.35
RouteID_461d7ad7-e85d-47f1-b367-64a36c002b7a,145,251.0,265.05,-14.05,-5.6
RouteID_4627833f-6e12-4980-9cf0-7a4ee8bed3ce,171,216.32,225.61,-9.3,-4.3
RouteID_462dcfbb-edda-4204-bc82-c859b8890f66,119,145.82,142.97,2.86,1.96
RouteID_4642b6e3-62d1-46e8-bb5d-fbb9eb4bfa71,166,260.64,260.56,0.08,0.03
RouteID_464479a8-74a9-4e08-b8af-16fa628d3d50,167,174.72,165.31,9.41,5.38
RouteID_464488dc-917f-4823-9d17-714d8fc44b9d,186,179.06,181.42,-2.35,-1.31
RouteID_464576f3-ed2d-4797-995c-238c0a0f09ab,157,235.23,261.23,-26.0,-11.05
RouteID_4673173f-cb2a-47c4-9bab-bbb7b46e83ba,141,140.45,144.56,-4.11,-2.93
RouteID_4674d12a-24c1-4665-9dbb-1ec21f451234,147,215.97,235.2,-19.23,-8.9
RouteID_468a08d3-4f88-4059-9190-95053d4436b7,178,284.47,294.91,-10.44,-3.67
RouteID_46a0f815-4afe-4eaa-b34a-754e712e9b9a,132,158.58,162.87,-4.28,-2.7
RouteID_46a3091f-d960-4b2f-8d02-f7f2b0197aa7,175,215.69,233.44,-17.75,-8.23
RouteID_46a7e9e1-56d1-4492-9ddf-e8a4f0093760,172,195.99,188.23,7.76,3.96
RouteID_46aa4a73-b48b-4d87-a5f6-1ee4614c64d6,169,109.59,108.0,1.6,1.46
RouteID_46aac938-688c-4671-80f4-406cc7b3e1e7,153,167.3,177.71,-10.41,-6.22
RouteID_46ad0f6e-1e1c-4e42-b851-e33cbfb0466a,157,166.59,141.39,25.2,15.13
RouteID_46bd777c-fe55-4bf4-a0d9-6094ee4b07db,152,197.11,207.0,-9.89,-5.02
RouteID_46cb85fd-a14e-4500-bb23-e5a23572b52f,162,220.38,231.39,-11.01,-5.0
RouteID_46d6745b-dfb2-4242-969a-599a49db14c4,126,146.32,156.11,-9.79,-6.69
RouteID_46de55e4-b5bb-48fd-baa1-6d8b147e3535,151,170.26,188.29,-18.02,-10.59
RouteID_46ead2f2-e1e3-4ab3-838f-835a944d6a59,88,80.04,68.35,11.69,14.61
RouteID_46ec78c2-54e8-4c59-a3c5-c19927d0c886,175,194.68,211.49,-16.81,-8.63
RouteID_4702bd1b-4553-42b3-bab9-dde9dab1c31f,132,171.17,194.75,-23.58,-13.78
RouteID_47031169-4f7e-45b2-851f-221ff269b054,159,196.47,205.68,-9.2,-4.68
RouteID_47098b63-05a2-4dd7-9998-49abb6db18ce,175,196.64,212.59,-15.95,-8.11
RouteID_4711a81d-e30d-42d9-be13-036970e61832,135,173.41,176.69,-3.28,-1.89
RouteID_47499a90-e9cb-4292-ba31-d68e67212b79,148,189.78,189.38,0.41,0.21
RouteID_474fd8e0-c4c4-4fbd-9823-b9b2184cd73d,136,182.14,171.62,10.51,5.77
RouteID_47634668-1bba-4783-9fb1-be88822a3e78,174,161.45,185.16,-23.7,-14.68
RouteID_4765734b-1db4-47c0-b391-af8a6084eb38,172,237.82,264.03,-26.21,-11.02
RouteID_476da649-cb39-45d0-a9c5-5f2a0af43301,123,123.41,123.17,0.25,0.2
RouteID_4774356d-68a9-4ec9-931e-7da95882fafe,144,118.18,117.9,0.27,0.23
RouteID_4777b19b-d4f8-4b72-9cc7-c7a70f1954af,162,223.62,223.75,-0.12,-0.06
RouteID_47805220-642f-4293-bc20-bf3a1c4f5b24,118,127.4,130.77,-3.38,-2.65
RouteID_479657fa-4210-427c-b5cc-06267c91636f,195,191.09,208.01,-16.93,-8.86
RouteID_47a15b54-0a83-4152-86cd-ce9eaf400c39,168,195.11,225.95,-30.84,-15.8
RouteID_47a640a0-19b4-4a82-b675-00da3fd29b3d,166,182.07,182.17,-0.1,-0.06
RouteID_47a76580-bd09-4e77-91bc-a6778ceda7f9,151,160.87,169.97,-9.1,-5.65
RouteID_47a84731-eced-422f-b3c8-56137ec6d772,165,252.16,242.05,10.11,4.01
RouteID_47ab2d15-2eaf-4a78-ab56-65a65586d629,166,208.09,212.59,-4.5,-2.16
RouteID_47ad9422-08c1-4ba0-a135-10cd9433b302,142,192.98,209.27,-16.29,-8.44
RouteID_47afeff8-d7b2-4f18-9858-fe337950aa2b,183,195.76,219.97,-24.21,-12.37
RouteID_47bfbc99-9703-4e42-9e6e-ed6164522653,205,244.11,245.35,-1.25,-0.51
RouteID_47c74567-2e76-4d97-ac26-43e9197b9829,107,103.0,101.7,1.3,1.27
RouteID_47c9ed8a-a4e7-42ca-8358-236fd06e9f59,130,147.68,150.91,-3.23,-2.18
RouteID_47d09204-e2af-4293-b151-7ec5c992ba96,169,239.36,248.13,-8.77,-3.66
RouteID_47d13b50-08a2-470f-9769-35f0bc0e9c3b,121,164.23,163.87,0.35,0.22
RouteID_47d52d08-bf08-4632-a0b5-dc6397cba32f,123,178.01,182.47,-4.46,-2.5
RouteID_47f38c7b-541d-4906-8dc8-eb397451b294,182,196.76,193.57,3.19,1.62
RouteID_47f85093-e0ae-40b1-8de1-eafb7b40542e,150,206.98,199.82,7.16,3.46
RouteID_47ff76de-3e60-4f87-bc7a-2b2fa8f724a3,119,96.63,90.66,5.97,6.17
RouteID_48002fe3-19ce-4438-af15-536f019b012e,130,106.17,111.73,-5.57,-5.24
RouteID_48274e67-29e0-4db7-8f67-eb2d2c3465a0,118,143.41,144.74,-1.33,-0.93
RouteID_4832e138-2d99-43e5-bc69-ce0e227440d0,87,94.04,86.73,7.31,7.77
RouteID_483c89cd-41cd-4995-a1f1-432eb9fddeed,191,215.02,242.81,-27.79,-12.92
RouteID_48454abb-1c54-4ba1-9ca2-468eb287525c,135,114.58,104.69,9.89,8.63
RouteID_4848e48f-2d39-4306-a83b-d866172a9a6a,131,172.26,184.15,-11.89,-6.9
RouteID_4853a875-8cc9-4cd8-ab54-6e137907503c,138,151.72,142.09,9.62,6.34
RouteID_485ecbba-31b8-488d-872e-32fd4565e694,151,189.87,191.37,-1.5,-0.79
RouteID_485fe6e4-9e23-4df5-ac1b-1b9dfebf0051,163,232.25,225.41,6.84,2.95
RouteID_48610cd4-79a0-4191-b0d2-8ac3da3efd09,177,188.5,197.58,-9.08,-4.82
RouteID_4868549b-ed30-4b83-af03-0201f78974ae,180,204.38,212.38,-8.0,-3.92
RouteID_487471cb-b4c2-4f71-a9c1-b11d7a8e8970,87,83.54,77.43,6.1,7.3
RouteID_4876274c-ac2a-4d5f-a1d3-e0879352ccf1,158,181.5,172.43,9.07,5.0
RouteID_487a97c7-12c1-427e-90e3-f43562ccd9fa,184,192.17,217.28,-25.11,-13.07
RouteID_488c0478-2fc2-4687-956d-12fea458fa4e,125,175.37,181.66,-6.29,-3.59
RouteID_4893f932-c8d5-4f01-80d9-b3e4c0e16fdc,122,110.88,105.76,5.12,4.62
RouteID_48941770-22e1-4c37-9d62-b3db81900ba6,165,132.87,138.66,-5.8,-4.36
RouteID_4895db7d-cd33-40e5-a1b1-e6259fc02528,134,107.32,118.35,-11.03,-10.28
RouteID_489c725a-0693-46ad-bb2f-fbed82dc5837,130,186.25,196.84,-10.59,-5.69
RouteID_48a5536a-7ee7-41d8-aac2-2e5cea375987,106,129.43,114.72,14.71,11.36
RouteID_48a9235d-3613-4cd9-aa8c-abdf64c9940c,80,122.75,112.26,10.49,8.55
RouteID_48b81b0b-4502-40c8-8a0a-0e67178f1bb3,91,91.71,95.63,-3.92,-4.27
RouteID_48c140d4-c791-4b5f-9d8f-cc9758297b7a,149,220.37,205.35,15.02,6.82
RouteID_48d12006-30d7-411d-91f8-a35eeef548ec,141,194.66,203.09,-8.43,-4.33
RouteID_48da8106-c758-4ff7-96d1-826bd6b90212,150,157.21,159.33,-2.12,-1.35
RouteID_48e08959-987e-4746-bf10-3eb08ca299d5,161,155.08,194.75,-39.68,-25.59
RouteID_48e2d5d6-ec00-4a6e-8df0-ed31b78410f3,161,239.05,244.82,-5.77,-2.42
RouteID_48e5adb4-daf6-4c2a-a9dc-0576a45721a3,158,185.29,186.5,-1.21,-0.66
RouteID_48f4cfad-d734-4683-b61e-4d25ae3153ab,121,104.91,105.93,-1.02,-0.97
RouteID_48f9b32e-0f38-431b-a0b0-69bfbef633f0,124,158.68,167.96,-9.28,-5.85
RouteID_490bc1a9-1899-41f2-b05f-e88a2bc18570,170,234.76,245.08,-10.31,-4.39
RouteID_4911a788-48d0-4229-ac92-a70d3a5fa2cf,168,229.28,233.92,-4.65,-2.03
RouteID_491b6101-ac90-4b30-82b1-86cadb2df6a8,180,153.6,163.93,-10.33,-6.73
RouteID_49241a0e-00eb-401a-93ab-ce909f56dd8a,131,157.64,163.86,-6.22,-3.95
RouteID_4929e984-b062-4f4f-9513-c1f7cefea730,161,243.1,250.8,-7.7,-3.17
RouteID_492ce47a-9335-4631-be76-87ab87744cdc,175,181.39,175.29,6.1,3.36
RouteID_49462c90-b093-4cf6-a0a9-a9d8aa382c7d,114,130.93,142.12,-11.19,-8.55
RouteID_494a66df-24d3-426e-9305-b48e04f4c899,139,159.33,167.02,-7.69,-4.83
RouteID_4980361c-9672-43d5-9097-ca7d66cdb83b,81,92.12,86.97,5.15,5.59
RouteID_49923878-b335-40da-9584-6153a1f8eca1,96,100.85,97.49,3.36,3.33
RouteID_49961695-52b0-4efd-b85c-690a056f7de6,94,127.43,137.41,-9.97,-7.82
RouteID_49a6e711-1006-494f-b4c9-847cbbbf0cbf,157,200.56,218.68,-18.11,-9.03
RouteID_49aefc69-73cc-4e12-86d4-2d1953b90f37,151,184.82,183.4,1.42,0.77
RouteID_49bd90dc-53bb-4bb0-b021-de56763bc405,191,220.24,230.28,-10.05,-4.56
RouteID_49c71725-58f8-4365-8b74-6c5fce67ecef,200,247.27,270.34,-23.07,-9.33
RouteID_49c9fd9b-6a3b-4b97-a121-575f3cd69578,80,79.12,80.0,-0.88,-1.11
RouteID_49ca91d5-1cd5-4efa-9fed-7fca0de15f89,130,169.09,149.93,19.17,11.34
RouteID_49df3871-c437-47a2-aa71-658abcba5f9c,150,176.47,172.13,4.34,2.46
RouteID_49ef11ce-d64e-4025-903c-8de13b52e63b,175,150.29,157.5,-7.2,-4.79
RouteID_49f82f0d-95e3-486c-be9c-0bf6b71b77ee,132,204.73,207.22,-2.49,-1.22
RouteID_49fbd281-adbe-48c7-9a99-587bcf5a9435,151,143.31,151.66,-8.35,-5.83
RouteID_49fdeaf1-936b-4f96-85b6-cc1a5cc07569,121,131.35,112.75,18.6,14.16
RouteID_4a0472b0-c5d2-450b-b4fc-9e725092134e,158,197.32,189.51,7.81,3.96
RouteID_4a08b1ea-e05b-40da-86c0-02c623747663,200,179.12,212.25,-33.12,-18.49
RouteID_4a112202-c581-4d03-b44c-3c94cfb2b347,127,176.59,156.78,19.82,11.22
RouteID_4a128593-fe8a-4e47-a95b-b391fdd9668a,196,251.28,282.83,-31.55,-12.56
RouteID_4a17ea28-88d4-4437-9fd8-69b7d5c9fc9b,100,119.59,113.36,6.23,5.21
RouteID_4a181647-05ea-44e8-8f97-4bfe99767d0c,160,189.16,196.92,-7.76,-4.1
RouteID_4a3b2f02-cdfe-45a9-be1c-746d2d2827bb,180,184.97,200.28,-15.31,-8.28
RouteID_4a421e29-d853-4132-9a76-194fdb82c67a,153,219.97,204.1,15.87,7.21
RouteID_4a43f8e8-4b6d-4454-b312-62d6759688d6,176,190.4,206.02,-15.61,-8.2
RouteID_4a48cec1-86b0-442b-9edf-02a07bdc07d3,157,169.13,182.6,-13.47,-7.97
RouteID_4a55ad0d-d039-4c05-b5e7-78b7bba78c3d,125,176.53,184.21,-7.68,-4.35
RouteID_4a6788f2-62dc-428f-a5b9-f7f9bfacba96,172,237.75,259.47,-21.72,-9.14
RouteID_4a68c371-bd49-4327-a798-88c0a62f03f7,167,173.89,172.07,1.82,1.05
RouteID_4a7b7894-f2a8-4ce8-9046-70bacb59cb01,182,211.18,220.17,-8.99,-4.26
RouteID_4a873b5e-4a66-4156-aea6-6206f6d95f4e,203,261.23,257.35,3.88,1.49
RouteID_4a8fe215-9746-4b0c-94f0-dd0127bb07ff,141,139.02,149.2,-10.18,-7.32
RouteID_4a9ba924-33dd-480b-b10a-243631b9673d,147,185.03,185.26,-0.23,-0.13
RouteID_4aadbfdb-3928-4b4b-bd14-072f9d60fa0f,188,188.46,212.4,-23.94,-12.7
RouteID_4ac5068d-f0db-45d3-8201-1dac6892d3d0,153,173.85,192.5,-18.65,-10.73
RouteID_4ace7e5a-c2ce-4d2e-b1a7-83e3696442b2,116,115.96,114.21,1.75,1.51
RouteID_4ad4622a-f156-474c-aa2f-c0e80824ddbe,189,239.53,266.58,-27.05,-11.29
RouteID_4ad4ddf8-61da-4947-a4ad-3da624c9bf03,185,216.86,234.38,-17.51,-8.08
RouteID_4ad59250-4ad4-41ce-83fc-129767c22283,110,97.35,96.16,1.19,1.22
RouteID_4ada5c23-a76d-4137-88b8-3d0e6c851575,153,162.72,169.74,-7.03,-4.32
RouteID_4aea89a5-7f4b-4c3b-946b-943bc36148fa,169,203.7,208.5,-4.8,-2.36
RouteID_4af4142c-1f8e-4f08-bb12-e46084393fd2,137,144.26,155.62,-11.36,-7.87
RouteID_4b0a7777-49c8-4442-b515-754c37e968ab,118,168.4,181.02,-12.62,-7.49
RouteID_4b0d937a-2513-4bca-9833-bbf1a5d63590,93,125.94,128.53,-2.59,-2.05
RouteID_4b0f8b14-9dbf-4cd0-9ad0-f9b6ce31bb4d,97,124.19,112.11,12.09,9.73
RouteID_4b163e49-3e85-43e6-b994-9ca8ae72ea1a,110,130.75,139.38,-8.63,-6.6
RouteID_4b23c253-d842-40cd-b3e4-14ba69d2e679,108,101.03,98.99,2.04,2.02
RouteID_4b2c6211-0573-4c7e-840d-c2e8b1db468f,120,152.49,159.31,-6.82,-4.47
RouteID_4b2d1472-a97f-4331-ae2b-d0a9b3851e4e,167,175.95,191.7,-15.75,-8.95
RouteID_4b35ee2e-75b7-4286-97cd-0a559e3b230c,150,178.06,183.38,-5.32,-2.99
RouteID_4b3e7da9-5627-4b1e-af9e-63e549a76152,183,212.92,222.52,-9.6,-4.51
RouteID_4b4a91db-cf27-4f99-92b1-1776afd7daff,178,194.63,191.27,3.36,1.73
RouteID_4b4d8e72-7e4d-4a97-94c3-1c2b653c8503,115,218.41,231.68,-13.27,-6.08
RouteID_4b5582b2-ad30-46b5-a814-eef450c82107,176,201.41,216.03,-14.63,-7.26
RouteID_4b5df090-96f1-491e-91e2-0799de36bd93,156,231.61,232.48,-0.87,-0.37
RouteID_4b6de95e-9ce9-4622-8665-55e527f36e0a,63,86.39,73.95,12.44,14.4
RouteID_4b732bb5-3016-4df8-941d-9c61ea1c4b93,188,212.72,206.39,6.33,2.97
RouteID_4b87f7c6-6f56-48d7-9dd8-916e6213fd7b,85,83.1,87.08,-3.98,-4.78
RouteID_4ba0d71d-b87a-4bad-81a8-e4645e118ca4,85,150.11,114.36,35.74,23.81
RouteID_4bcd7569-a73e-442d-a246-f4549d2191fb,80,90.06,84.79,5.27,5.86
RouteID_4bdd10f2-f001-49c7-8ec9-d43e7b9a2109,152,205.84,231.34,-25.49,-12.39
RouteID_4be375b3-a89d-406f-9605-08e0a7ffc4da,156,207.1,222.67,-15.57,-7.52
RouteID_4be756fe-f03d-40e1-a1fe-09c45c8b608f,179,257.44,257.0,0.44,0.17
RouteID_4bf6d9a4-2c45-4a3c-b9e3-49a48715df06,164,191.15,186.6,4.55,2.38
RouteID_4bfb788e-9ac8-4fce-b513-7da84e7de698,155,178.97,200.62,-21.66,-12.1
RouteID_4c06b261-0443-46af-8deb-555e34156507,93,114.78,98.25,16.54,14.41
RouteID_4c13d6b3-6365-4f00-8c7e-e41c646166b4,97,127.29,103.33,23.96,18.82
RouteID_4c2beef4-22d2-49b4-94d2-b59b9ca2fb4a,181,214.77,216.68,-1.91,-0.89
RouteID_4c2de082-63b5-4eaf-8932-97fc441af165,145,143.79,136.7,7.09,4.93
RouteID_4c41f82f-0a8a-4bf8-924a-3aa71df59478,134,157.93,156.13,1.8,1.14
RouteID_4c5e413e-b8b5-4a3d-96fa-f50a55cddf12,154,181.62,193.69,-12.06,-6.64
RouteID_4c5edacb-b2d9-4532-aa56-b6f5c8f323ef,105,150.52,147.35,3.17,2.11
RouteID_4c5fa0a1-95d0-416a-8189-5988f4b9a77c,190,207.4,212.73,-5.34,-2.57
RouteID_4c74b4bb-2a34-4d7d-a38c-f66584f1e478,61,106.38,102.17,4.21,3.96
RouteID_4c7c1e59-bdef-4f62-b237-7bb61964a1a2,163,213.03,223.32,-10.29,-4.83
RouteID_4c7ff8bc-4533-448b-a253-0c502571ec76,107,152.94,129.2,23.74,15.53
RouteID_4c891ac7-a6c7-4258-808d-10d006273620,129,168.82,187.2,-18.38,-10.89
RouteID_4cab5921-6d5d-4530-99d4-e00cd672cc0b,183,210.67,231.77,-21.09,-10.01
RouteID_4cb01a85-ffa0-45e6-b3c0-0d3dfd3374cd,66,74.03,67.46,6.57,8.87
RouteID_4ccc8f33-d04b-47de-8465-0b5c3a96d5e2,115,126.29,137.74,-11.45,-9.06
RouteID_4cd2cad5-e50c-40d7-af2f-8fc5fc6b56b0,126,180.92,170.78,10.13,5.6
RouteID_4cd39093-4444-4bee-b342-444a00a70dfc,180,203.43,190.83,12.6,6.19
RouteID_4ce87306-6d7d-49ce-8198-ab00a6fa7f4d,137,228.6,236.24,-7.65,-3.35
RouteID_4d0a01f5-526a-4f35-a113-7d6847fdc0cb,211,259.29,264.02,-4.73,-1.82
RouteID_4d118278-6f3d-4ed3-9983-dd8f580aea61,202,184.21,197.45,-13.24,-7.19
RouteID_4d123e52-f8da-4d59-b4e4-6d2c225435e0,179,218.58,231.99,-13.41,-6.14
RouteID_4d246681-549e-4e28-a834-4efacbedec9b,184,210.22,220.15,-9.94,-4.73
RouteID_4d258d43-b053-4f00-96ef-55bb58cca10a,162,206.58,239.4,-32.81,-15.88
RouteID_4d2c7f2b-3863-45ed-962a-bc0d07727eeb,164,204.29,229.44,-25.14,-12.31
RouteID_4d3d69c6-28b9-44fe-9b04-4d5d643eb26f,162,206.53,211.88,-5.36,-2.59
RouteID_4d460f58-115e-43b9-b39b-29c4d4236326,205,219.7,241.39,-21.69,-9.87
RouteID_4d4a68f3-982f-4fc2-ba37-a897902e3013,149,184.14,166.4,17.74,9.63
RouteID_4d529881-1843-46d1-b94d-161030939c6e,201,195.81,202.73,-6.92,-3.53
RouteID_4d57edec-1cea-482c-9e00-1748e3e08b21,108,178.99,185.84,-6.86,-3.83
RouteID_4d5d2a1d-dbf2-421c-81be-577e95c723b9,165,148.78,157.7,-8.92,-6.0
RouteID_4d60fbeb-9860-4995-8f5c-145416eb24c2,157,161.34,163.27,-1.92,-1.19
RouteID_4d763cb6-27c4-4f87-aca7-4b66ecf04c1d,147,164.97,171.44,-6.47,-3.92
RouteID_4d79bf85-4521-44ec-aebc-b64ef04e56df,141,209.94,230.29,-20.35,-9.7
RouteID_4dafd262-7537-43e9-a084-884b96c541d2,154,249.25,272.62,-23.37,-9.38
RouteID_4db24e6e-58e3-489f-8422-a1c3515b0591,117,121.9,105.46,16.44,13.49
RouteID_4dbd5173-6f32-46c3-94be-8ffc91953de7,145,205.08,190.97,14.11,6.88
RouteID_4dc98443-88a4-4ee2-a4ff-76a9cddbf947,146,166.38,141.5,24.88,14.95
RouteID_4dcd5392-9ae4-48a3-9056-a29e42b99d8b,158,191.9,204.36,-12.45,-6.49
RouteID_4de283f3-bf15-4b42-b48c-52cf20d11db8,86,73.39,73.08,0.31,0.42
RouteID_4df0e27a-1875-43e7-9e27-b5b095cd31cf,112,241.83,266.19,-24.36,-10.07
RouteID_4df8fc23-9f6a-48ad-97ab-4b49918c2c68,134,265.9,298.96,-33.06,-12.43
RouteID_4e0329b7-6ae9-4125-9e94-4703129f7d97,85,117.27,97.64,19.63,16.74
RouteID_4e0b9d0a-1aca-4a6e-a3ee-edad92990ff8,124,194.7,195.92,-1.22,-0.63
RouteID_4e0ba736-945b-40f9-8773-a0abfd273cac,191,150.76,154.25,-3.49,-2.31
RouteID_4e0f1142-3e28-4537-b661-f2bfdb3419fc,173,229.56,261.23,-31.68,-13.8
RouteID_4e15c904-2e4d-4bf8-8b00-c1c911e7cff0,185,256.0,254.66,1.34,0.52
RouteID_4e2585d2-8443-4767-865a-3b2ae994eb00,175,170.93,186.22,-15.29,-8.95
RouteID_4e29a605-0633-4472-b3ec-1e3a5ee6dae5,150,190.85,198.95,-8.1,-4.25
RouteID_4e2f5cf8-00e2-4ae5-8d04-47803cdd944f,126,166.64,171.59,-4.94,-2.96
RouteID_4e38c550-0fbc-4459-8797-8f4c329ba0db,169,218.11,244.53,-26.42,-12.11
RouteID_4e52b964-70f4-4f90-a388-24ec1fc89c54,145,140.42,146.73,-6.31,-4.49
RouteID_4e52e108-9f9f-4c23-ad03-de78121daa38,154,144.69,140.96,3.72,2.57
RouteID_4e5a3902-45ef-458b-994f-078abde86dd6,173,196.97,201.76,-4.78,-2.43
RouteID_4e5cef8d-029f-43c4-944e-b60f61e7abf8,181,202.16,219.5,-17.33,-8.57
RouteID_4e64eea8-784f-4486-90ba-572700a16933,118,149.9,142.98,6.92,4.62
RouteID_4e6a1048-3174-4c3e-8e7f-e9982a5d1f72,103,111.27,121.75,-10.48,-9.41
RouteID_4e6f9dd3-7949-45ed-aa93-d1bb033dc649,75,113.29,101.53,11.76,10.38
RouteID_4e77db93-16ae-4e5d-bce9-33aecee5bb1c,106,123.56,115.4,8.15,6.6
RouteID_4e957c42-bcfd-47ea-90a0-f0d2b361cbad,134,148.49,158.39,-9.91,-6.67
RouteID_4e987be9-fe95-48ff-92bb-67d76ba983f9,86,80.12,80.17,-0.06,-0.07
RouteID_4e9d9377-5f48-4a7d-a8ec-b9d2a184de13,177,160.42,176.2,-15.78,-9.84
RouteID_4ea5ff5f-3456-4809-8568-6fda7022f4aa,195,159.64,151.32,8.32,5.21
RouteID_4ea6084c-0bd4-4877-8532-89fc4b3bf68e,182,254.19,268.34,-14.15,-5.57
RouteID_4eaa27f5-8816-4888-a7db-addf9f5d3ee0,106,130.18,123.09,7.09,5.44
RouteID_4eaa5670-c2e9-44e9-bffa-09e24592c22d,182,170.04,179.5,-9.46,-5.56
RouteID_4ebf3b13-1bcb-45f3-a9b1-9e956813805b,173,187.68,194.82,-7.14,-3.81
RouteID_4ebf5fd1-a7fd-4763-b052-bd34f8632708,174,248.41,249.72,-1.31,-0.53
RouteID_4ec52062-78b9-444a-8899-8f46ddef050e,168,232.58,258.41,-25.83,-11.11
RouteID_4eccb79b-a588-4886-aa3a-195bd5df0b17,170,195.68,204.66,-8.98,-4.59
RouteID_4ee08a2b-476c-4f63-a0a8-9c0e79d240a0,163,245.57,254.31,-8.74,-3.56
RouteID_4ee6e0c9-a4e9-4e61-8d09-e271daeaa28f,102,115.87,111.47,4.4,3.79
RouteID_4ef0f393-0ece-49cd-b5c4-524b53438199,156,188.35,195.17,-6.81,-3.62
RouteID_4f05b93f-0fea-4673-a749-7b32e0dec5c4,184,198.37,214.9,-16.53,-8.33
RouteID_4f186b3d-6198-48d9-aa87-ec638aae2ac2,160,186.09,160.68,25.41,13.66
RouteID_4f24bb57-2e5c-401c-aa28-56248499d15a,172,234.67,235.68,-1.01,-0.43
RouteID_4f3a5b7a-3731-4519-88ff-c6664d0aa130,99,145.45,153.35,-7.89,-5.43
RouteID_4f5da18b-8a76-4ab9-99bf-aa8e266e4ab1,172,150.45,174.46,-24.01,-15.96
RouteID_4f66141e-d116-4ff2-807b-eccea9b45171,132,154.57,149.44,5.14,3.32
RouteID_4f68e69a-fba0-460e-9549-08843453b1a5,162,206.29,211.91,-5.62,-2.72
RouteID_4f6d6e78-2f6a-4463-b487-2e27989fce38,187,166.78,148.95,17.83,10.69
RouteID_4f87bd50-8d7d-4186-8936-b909f8fccdd7,163,192.41,193.36,-0.95,-0.49
RouteID_4fa1fd32-d27c-4c38-9a54-fd1bf765b305,91,95.38,93.88,1.49,1.56
RouteID_4fa51ef4-04db-4cfa-9c1c-0a97787a074a,165,176.78,192.39,-15.61,-8.83
RouteID_4fa6359b-652b-44e1-b287-3e3dc4d8c6d3,202,209.41,208.07,1.34,0.64
RouteID_4fc4a782-3b1a-47d6-b512-ed239066207d,149,180.4,168.62,11.78,6.53
RouteID_4fcff59e-6155-470a-be78-09cda8c1480b,146,138.29,138.3,-0.01,-0.01
RouteID_4fdce5e3-9097-44cd-a61b-7a88f8d42d43,130,228.2,245.5,-17.3,-7.58
RouteID_5001d1fc-7d6a-474d-84c7-fa4ff20857d0,176,164.92,168.39,-3.47,-2.1
RouteID_500498a6-2184-46c7-9df6-24b5f11bbbe3,158,185.84,198.69,-12.85,-6.91
RouteID_5004ad96-584b-4cb5-b9a8-0af9f3620adb,108,106.21,109.0,-2.79,-2.63
RouteID_501c81ef-9127-465a-a9fc-22ef9ac88ce8,138,147.14,153.08,-5.95,-4.04
RouteID_5030cbc4-ff0d-41eb-9659-6f7a1b03a434,194,237.03,257.78,-20.75,-8.75
RouteID_503df691-0708-450a-bef4-7658d33d2dd7,161,224.21,234.52,-10.3,-4.6
RouteID_503e4336-5e92-4d31-ae63-665c8c521373,147,193.88,211.5,-17.62,-9.09
RouteID_5059625b-4bf5-4576-b778-da34326ac4dc,157,187.61,200.68,-13.07,-6.97
RouteID_50797270-cb23-4f82-8782-fd0a7c05dddc,180,208.13,222.68,-14.54,-6.99
RouteID_50a5d1d0-c816-449c-9bd2-a9f1f88d9566,172,189.33,205.62,-16.3,-8.61
RouteID_50a6e150-0a1c-4d47-b382-6be32e4c863f,128,147.81,152.34,-4.52,-3.06
RouteID_50aa921f-d65e-435b-9f2d-d675764160e0,150,174.7,159.13,15.57,8.91
RouteID_50b07f01-e894-4337-ba70-068795833db7,171,213.46,199.94,13.52,6.33
RouteID_50c62b04-1f94-496d-893f-bac0d71e8ace,184,215.71,197.83,17.88,8.29
RouteID_50d65918-5846-4b9c-bd75-fb456dc0481e,147,170.78,162.85,7.93,4.64
